"beta_hat","bias","rmse","covered","cindex","ibs","scenario","rep"
0.392324665146049,-0.300822515413896,0.0904941857799437,0,0.682615629984051,NA,"nonPH",21
0.506605517133214,-0.186541663426731,0.0347977921940118,0,0.63244993404485,NA,"nonPH",22
0.441670706181654,-0.251476474378291,0.0632404171657354,0,0.692506831583489,NA,"nonPH",23
0.404090158766347,-0.289057021793598,0.0835539618481847,0,0.654867256637168,NA,"nonPH",24
0.422157665684744,-0.270989514875202,0.0734353171722971,0,0.707374170893484,NA,"nonPH",25
0.44136734353532,-0.251779837024625,0.0633930863321467,0,0.630511119781506,NA,"nonPH",26
0.584939180911438,-0.108207999648507,0.0117089711879314,1,0.690363922137589,NA,"nonPH",27
0.429905843407275,-0.26324133715267,0.0692960015859259,0,0.677153558052434,NA,"nonPH",28
0.519836498480383,-0.173310682079562,0.0300365925228831,0,0.681893581727702,NA,"nonPH",29
0.412782140855238,-0.280365039704708,0.0786045554886224,0,0.704485138004246,NA,"nonPH",30
0.247460947534481,-0.445686233025465,0.198636218308429,0,0.619272679532624,NA,"nonPH",31
0.401528004628926,-0.291619175931019,0.0850417437706869,0,0.604202506758417,NA,"nonPH",32
0.462554474179474,-0.230592706380472,0.0531729962358704,0,0.656028880866426,NA,"nonPH",33
0.45656116362773,-0.236586016932215,0.0559729434078503,0,0.635172099384545,NA,"nonPH",34
0.466651997438709,-0.226495183121236,0.0513000679771224,0,0.677840552416824,NA,"nonPH",35
0.372975425009077,-0.320171755550868,0.102509953052525,0,0.652661395019474,NA,"nonPH",36
0.604720993164624,-0.0884261873953212,0.00781919061727245,1,0.638953568004383,NA,"nonPH",37
0.399839547666577,-0.293307632893368,0.0860293675135108,0,0.605676916655072,NA,"nonPH",38
0.460839318010815,-0.23230786254913,0.0539669430021456,0,0.715335689045936,NA,"nonPH",39
0.433790855369927,-0.259356325190019,0.0672657034160708,0,0.636849781234808,NA,"nonPH",40
0.349749273901484,-0.343397906658461,0.117922122297413,0,0.69068633908576,NA,"nonPH",41
0.396861769898966,-0.29628541066098,0.0877850445705453,0,0.6512130674994,NA,"nonPH",42
0.557055297849729,-0.136091882710217,0.0185210005396114,1,0.632366920152091,NA,"nonPH",43
0.638237157946009,-0.0549100226139365,0.00301511058346302,1,0.70480315963817,NA,"nonPH",44
0.462627679618388,-0.230519500941557,0.0531392403143446,0,0.665803444257413,NA,"nonPH",45
0.389250141980797,-0.303897038579148,0.0923534100571761,0,0.627448518332496,NA,"nonPH",46
0.428871740885582,-0.264275439674363,0.0698415080150778,0,0.67095015576324,NA,"nonPH",47
0.36125392807648,-0.331893252483465,0.110153131044053,0,0.711117014211715,NA,"nonPH",48
0.520586014464527,-0.172561166095418,0.0297773560442105,0,0.574601226993865,NA,"nonPH",49
0.490847587382072,-0.202299593177873,0.040925125399933,0,0.649167270094135,NA,"nonPH",50
0.467424299942636,-0.225722880617309,0.0509508188341759,0,0.691068622315348,NA,"nonPH",51
0.652844347277496,-0.0403028332824497,0.00162431837059293,1,0.7066867222754,NA,"nonPH",52
0.507304971977436,-0.185842208582509,0.0345373264908249,0,0.667624128026262,NA,"nonPH",53
0.430056112191164,-0.263091068368781,0.0692169102554267,0,0.619871882240698,NA,"nonPH",54
0.388915357342528,-0.304231823217417,0.0925570022581937,0,0.660766961651917,NA,"nonPH",55
0.577929114599873,-0.115218065960073,0.0132752027235797,1,0.6723070573669,NA,"nonPH",56
0.504089259996345,-0.1890579205636,0.0357428973278327,0,0.691720569210867,NA,"nonPH",57
0.452351471119243,-0.240795709440703,0.0579825736850514,0,0.671408839779006,NA,"nonPH",58
0.335326614732922,-0.357820565827023,0.128035557328771,0,0.721208307111391,NA,"nonPH",59
0.547654629629692,-0.145492550930253,0.0211680823761922,1,0.659373560571165,NA,"nonPH",60
0.34568392428254,-0.347463256277405,0.120730714462897,0,0.685275740287965,NA,"nonPH",61
0.326154206093727,-0.366992974466219,0.134683843307563,0,0.670384981635152,NA,"nonPH",62
0.38974418131877,-0.303402999241176,0.0920533799485409,0,0.647349125775522,NA,"nonPH",63
0.458570664005533,-0.234576516554413,0.0550261421188026,0,0.653986648192468,NA,"nonPH",64
0.374017475697038,-0.319129704862907,0.101843768525886,0,0.710545777251886,NA,"nonPH",65
0.369136325531243,-0.324010855028702,0.104983034176431,0,0.62907747196738,NA,"nonPH",66
0.446362649857608,-0.246784530702337,0.0609026045939728,0,0.693272370999347,NA,"nonPH",67
0.472478447792318,-0.220668732767627,0.0486946896212705,0,0.696512867367139,NA,"nonPH",68
0.577554544020019,-0.115592636539926,0.0133616576222514,1,0.67198061471751,NA,"nonPH",69
0.538794950788032,-0.154352229771914,0.0238246108355616,1,0.668759811616955,NA,"nonPH",70
0.339818002861486,-0.353329177698459,0.124841507813069,0,0.674255691768827,NA,"nonPH",71
0.43224254945473,-0.260904631105215,0.0680712265321484,0,0.643932794026136,NA,"nonPH",72
0.506310773291225,-0.18683640726872,0.034907843081083,0,0.654540861437413,NA,"nonPH",73
0.354485394592986,-0.33866178596696,0.114691805274331,0,0.670998375609147,NA,"nonPH",74
0.415505628948696,-0.277641551611249,0.0770848311811019,0,0.668771375953696,NA,"nonPH",75
0.530805043005973,-0.162342137553972,0.0263549696255929,0,0.612181646678345,NA,"nonPH",76
0.423394802232757,-0.269752378327188,0.0727663456131746,0,0.703520770010132,NA,"nonPH",77
0.375688533545543,-0.317458647014403,0.100779992564215,0,0.616175096756973,NA,"nonPH",78
0.437425114193698,-0.255722066366247,0.0653937752266232,0,0.609858772406301,NA,"nonPH",79
0.457381567125259,-0.235765613434686,0.0555854244782338,0,0.70982201713909,NA,"nonPH",80
0.398398361663294,-0.294748818896651,0.0868768662409707,0,0.628306551297899,NA,"nonPH",81
0.34699221919626,-0.346154961363685,0.119823257276694,0,0.648902016180814,NA,"nonPH",82
0.430711746629415,-0.26243543393053,0.0688723569823056,0,0.61101900267823,NA,"nonPH",83
0.489494621915262,-0.203652558644684,0.0414743646425263,0,0.667977223427332,NA,"nonPH",84
0.390175486012443,-0.302971694547502,0.091791847696985,0,0.644109055501461,NA,"nonPH",85
0.458499995048388,-0.234647185511557,0.055059301668495,0,0.655790559711117,NA,"nonPH",86
0.310139196595583,-0.383007983964362,0.146695115780445,0,0.671772151898734,NA,"nonPH",87
0.50695100621684,-0.186196174343105,0.0346690153400081,0,0.601297669491525,NA,"nonPH",88
0.550341270896644,-0.142805909663302,0.020393527834763,0,0.641004480075454,NA,"nonPH",89
0.324053377181718,-0.369093803378227,0.136230235692205,0,0.729132569558101,NA,"nonPH",90
0.535554108351385,-0.15759307220856,0.0248355764081324,0,0.658646616541353,NA,"nonPH",91
0.440528858517259,-0.252618322042686,0.0638160166316622,0,0.632554496801984,NA,"nonPH",92
0.419122993747857,-0.274024186812088,0.0750892549580262,0,0.696556291390728,NA,"nonPH",93
0.495422291510362,-0.197724889049583,0.0390951317496701,0,0.646267304955363,NA,"nonPH",94
0.421681876300214,-0.271465304259731,0.0736934114168284,0,0.719568345323741,NA,"nonPH",95
0.559139307927077,-0.134007872632868,0.017958109927587,1,0.664188508064516,NA,"nonPH",96
0.440797122541345,-0.2523500580186,0.0636805517819908,0,0.70801550581468,NA,"nonPH",97
0.421658695539387,-0.271488485020558,0.0737059974987579,0,0.625032092426187,NA,"nonPH",98
0.360710853530342,-0.332436327029603,0.110513911528933,0,0.685540825176558,NA,"nonPH",99
0.464209885506778,-0.228937295053168,0.0524122850662612,0,0.707924984875983,NA,"nonPH",100
0.353984635329415,-0.33916254523053,0.115031232087252,0,0.594676505468441,NA,"nonPH",101
